file_name,video_id,publish_date,total_word_count,killed.VVN.,killed.VVN.subject,murdered.VVN.,displaced.VVN.,hurt.VVN.,heard.VVN.,displaced.VVN.subject,murdered.VVN.subject,heard.VVN.subject
general petraeus raises concerns over potential escalation of the war  dw interview_output.json,IlqFJmKgkQ0,20240105,3077,0,,0,0,0,0,,,
genocide studies professor on gaza we may be seeing ethnic cleansing as we speak  dw news_output.json,uVbs-3av77E,20231114,2618,1,civilians,0,0,0,0,,,
german chancellor slams palestinian president's silence on hamas attack i dw news_output.json,Qjvi1JD_OsE,20231012,1232,0,,0,0,0,0,,,
"german chancellor urges israel's netanyahu for hostage deal, two-state solution  dw news_output.json",vc6olTfIb7o,20240317,1016,0,,0,0,0,0,,,
german fm baerbock israel has duty to protect palestinian civilians  dw news_output.json,eAmAomEt9qA,20240108,1364,0,,0,0,0,0,,,
german fm in middle east as israel faces increasing pressure  dw news_output.json,vXflBsxd6as,20240325,1704,0,,0,0,0,0,,,
german foreign minister criticizes iran's actions against israel  dw shorts_output.json,wZy9nSnDeME,20240414,107,0,,0,0,0,0,,,
"german president shows solidarity with israel, sympathy for gazans  dw news_output.json",mHnGNImxolI,20231127,701,0,,0,0,0,0,,,
german-israeli among hostage bodies recovered in gaza  dw news_output.json,keANY7X6oKI,20240517,499,1,three,1,0,0,0,,they,
"german-israeli hostage confirmed dead, with dozens still missing  dw news_output.json",0ty8qaFBK-k,20231030,2313,0,,2,0,0,0,,uncle uncle,
"germany 'supports israel's right to defend itself,' says vice chancellor  dw news_output.json",9uLG_9kDAQs,20231015,887,2,commanders residents,0,0,0,0,,,
germany atmosphere of fear and division prevails due to israel-hamas war  dw news_output.json,1jZDRjR7zck,20231103,1192,0,,0,0,0,0,,,
"germany boosts aid for palestinians, calls for 'humanitarian pauses'  dw news_output.json",QSolxH97vhE,20231112,900,0,,0,0,0,0,,,
germany police clear pro-palestinian protest camp outside parliament building  dw news_output.json,QHw-qHongT0,20240426,689,0,,0,0,0,0,,,
germany sends frigate to help secure red sea  dw news_output.json,eZziwjKVn1E,20240208,915,0,,0,0,0,0,,,
germany to resume aid to palestinians after unwra-israel report  dw news_output.json,oBXYkljqmKk,20240424,1163,0,,0,0,0,0,,,
germany weighs in on south africa's 'genocide' case against israel at icj  dw news_output.json,Iuqh5sCASyE,20240113,658,0,,0,0,0,0,,,
germany's fm baerbock rejects calls for cease-fire in gaza  dw news_output.json,wuKAvpcUPDQ,20231121,5492,0,,0,0,0,0,,,
germany's foreign minister baerbock defends weapons deliveries to israel  dw news_output.json,OKjW2Ahd1fo,20240906,688,0,,0,0,0,0,,,
germany's parliament holds minute of silence for victims of hamas' terror attacks on israel_output.json,hh1ehe3GjTw,20231011,3709,0,,0,0,0,0,,,
germany’s scholz in washington for talks with us president joe biden  dw news_output.json,PdUFGWWh6Uw,20240209,986,0,,0,0,0,0,,,
getting humanitarian aid to gaza by sea cyprus has a plan  dw news_output.json,Uxmbq3ouoE8,20231119,1019,0,,0,0,0,0,,,
golan rocket strike how will israel respond  dw news_output.json,LAJNbrGeiYI,20240728,813,0,,0,0,0,0,,,
growing anger of relatives of hamas captives with israel's prime minister netanyahu  dw news_output.json,I8ZQHGcPYh8,20231206,1490,0,,0,0,0,0,,,
guterres responds to israel's criticism of security council speech  dw news_output.json,ofY1__7U4EE,20231025,2116,0,,0,0,0,0,,,
hamas authorities new israeli attacks kill dozens in rafah area  dw news_output.json,Ug1S32X1BZQ,20240528,2499,3,civilians people people,0,2,0,0,members there,,
hamas claim to have killed one israeli hostage and injured two others  dw news_output.json,WUH4pgLAkuQ,20240812,683,0,,0,0,0,1,,,warnings
hamas fires 'large rocket barrage' at tel aviv  dw news_output.json,kAZ5kg4c-l0,20240526,325,0,,0,0,0,0,,,
hamas leader assassinated in iran what we know so far  dw news_output.json,fkSdFgX7pXw,20240731,5315,3,bodyguard hania leader,0,0,0,0,,,
hamas leader haniyeh says hamas is flexible in cease-fire negotiations  dw news_output.json,IGlBIACbkb8,20240228,927,0,,0,0,0,0,,,
hamas reappearing in northern gaza as israel prepares assault on southern city of rafah  dw news_output.json,_OYKHiy5MoA,20240209,1195,1,relatives,0,1,0,0,we,,
hamas releases 10 thai hostages taken from israel in separate deal  dw news_output.json,DaboSLKSkwA,20231125,674,0,,0,0,0,0,,,
hamas releases video of hostages urging gaza cease-fire deal  dw news_output.json,i3m7j0ei2Ag,20240428,981,0,,0,0,0,0,,,
hamas reports 150 palestinians die in airstrikes as us claims 10 houthi rebels killed_output.json,jzVmPqgd8YY,20231231,1333,1,Palestinians,0,0,0,0,,,
hamas will not directly participate in cairo cease-fire talks  dw news_output.json,uA4WUBoqyaM,20240825,934,0,,0,0,0,0,,,
hamas' terror attacks on israel spark wave of fake news  dw news_output.json,vX6HSBwfIO8,20231014,889,0,,0,0,0,0,,,
"hamas, qatari, us envoys in cairo for cease-fire, hostage release talks  dw news_output.json",BDBRaXV00kI,20240303,581,1,people,0,0,0,0,,,
hamas-run health ministry israeli strike on gaza school kills dozens  dw news_output.json,OSgsjVD-Nr4,20240727,491,1,people,0,1,0,0,people,,
hamas-terror against israel how will it change the middle east  to the point_output.json,YEk0Xf85gOU,20231012,4281,0,,0,0,0,0,,,
has the war changed netanyahu's declining popularity following months of protests  dw news_output.json,_zKg3mQcgeY,20231022,1308,0,,0,0,0,0,,,
head of un agency for palestinian refugees says agency at 'breaking point'  dw news_output.json,zbN-8YosB3k,20240223,1115,0,,0,0,0,0,,,
heated debate between hostage relatives and israeli lawmakers  dw news_output.json,ktSgTu2G2bQ,20231121,2868,0,,0,0,0,0,,,
heavy fighting between israeli troops and hamas in northern gaza  dw news_output.json,l6M0envDMHw,20240518,723,3,G people she,1,0,0,0,,they,
hezbollah fires huge barrage of missiles into northern israel  dw news_output.json,oRODZvbHv-I,20240613,825,0,,0,1,0,0,Israelis,,
hezbollah leader warns israel about the cost of a war in lebanon  dw news_output.json,AwQbPcq6HVo,20240620,3760,1,people,0,0,0,0,,,
hezbollah militia said it carried out its first retaliatory attack against israel  dw news_output.json,2GVgqBO6QpU,20240826,1500,0,,0,0,0,0,,,
hostages still being held as israel prepares for rafah offensive  dw news_output.json,dYGYPuvRu38,20240426,2385,2,' relatives,0,0,0,0,,,
"houthis vow retaliation for us, uk attacks  dw news_output.json",aP-6otrFtcY,20240113,1145,1,people,0,0,0,0,,,
how aid organizations are struggling to deliver aid to gazans  dw news_output.json,ubG660g_-6k,20240110,1480,0,,0,1,0,0,population,,
how an escalation in the middle east could affect the entire world  dw business_output.json,yRsTAfLJDmU,20231101,1416,0,,0,0,0,0,,,
how are aid workers able to do their job in rafah  dw news_output.json,aaK8rKP9_zQ,20240518,896,0,,0,0,0,0,,,
how are netanyahu's plummeting poll numbers affecting his war decisions  dw news_output.json,tdRLi1b8xLc,20231227,1348,0,,0,0,0,0,,,
how asian countries are reacting to the israel-hamas conflict  dw news_output.json,QSkmMuDOlvE,20231012,632,1,Nationals,0,0,0,0,,,
how big is the rift between israel's ultra-orthodox community and the state  dw news_output.json,AF0ShxWuFBs,20240701,1257,0,,0,0,0,0,,,
how can help reach children in sealed-off gaza  dw news_output.json,BoxuWaPWe6E,20231016,1494,0,,0,1,0,0,themselves,,
how china takes advantage of israel-hamas war  dw news_output.json,1tKi9nkGj8A,20231016,1056,0,,0,0,0,0,,,
how close are israel and hezbollah to an all-out war  dw news_output.json,wyQRMO7GVjY,20240729,2191,0,,0,0,0,0,,,
how close is iran to producing an operational nuclear bomb  dw news_output.json,SLnQgWAVORk,20240422,1717,0,,0,0,0,0,,,
how dangerous is the situation at the border between israel and lebanon  dw news_output.json,5KDRAswRj1I,20231229,438,0,,0,0,0,0,,,
how did hamas manage to amass so much wealth and military capability  dw news_output.json,lr1ZPInPg3k,20231113,1255,0,,0,0,0,0,,,
how do israel and hamas actually communicate  dw news_output.json,7NAIzzHUpKk,20231201,2225,0,,0,0,0,0,,,
how do israel's military capabilities compare to hezbollah's  dw news_output.json,5BXTWqKzzJY,20240621,1187,0,,0,0,0,0,,,
how do you find hope when your daughter is held hostage in gaza  dw news_output.json,wXRVYx-wvXE,20240128,710,0,,0,0,0,0,,,
how effective are current sanctions on israeli settler violence  dw news_output.json,bQRn4O8Oriw,20240522,1295,1,Cresent,0,0,0,0,,,
how has the war in gaza affected israel's relationship with its arab neighbors  dw news_output.json,sCkDCL4BeMI,20231212,3240,0,,0,1,0,0,population,,
how is israel preparing ahead of the ground operation  dw news_output.json,yg1e9TLUrBo,20231025,2122,0,,0,0,0,0,,,
how is israel's war in gaza affecting children  dw news_output.json,r0osIaF7OK0,20240816,2067,1,children,0,0,0,0,,,
how israel plans to track down hamas-mastermind yehya sinwar  dw news_output.json,CUey-z976MM,20231207,1229,1,he,0,0,0,0,,,
how israel rejected genocide claims at the international court of justice  dw news_output.json,m0HPMTX9-F8,20240112,900,0,,0,0,0,0,,,
how israel's forces plan to destroy the hamas-operated tunnel system  dw news_output.json,iqsm22xbq5Q,20231020,1037,0,,0,0,0,0,,,
how israel's ultra-nationalist settler movement feels reinvigorated by the country's crisis dw news_output.json,BhHPVW0ljVI,20240131,1475,0,,0,0,0,0,,,
how israeli families cope when sons and daughters are called up to fight  dw news_output.json,C7cVUnr0Hs4,20231110,343,0,,0,0,0,0,,,
how israeli forces and hamas militants have been preparing for urban warfare  dw news_output.json,EbUO7jvJlzA,20231102,3742,1,Fighters,0,0,0,0,,,
how jews from israel are seeking refuge in hungary  focus on europe_output.json,0hKLeO3XnaQ,20231119,729,0,,0,0,0,0,,,
how likely is a new cease-fire agreement in gaza at this point  dw news_output.json,zg_9QIwaQys,20231221,1199,0,,0,0,0,0,,,
how likely is an iranian military strike on israel  dw news_output.json,Tv0YpPKabHM,20240405,727,1,who,0,0,0,0,,,
how likely is another attack on israel from iran  dw news_output.json,lncnrMoHxRg,20240806,1325,0,,0,0,0,0,,,
how likely is the new cease-fire deal to finally be implemented  dw news_output.json,c1UcuvZUhfU,20240612,1742,0,,0,0,0,0,,,
how many weapons is the us sending to israel  dw news_output.json,thHtXPt635w,20231205,2496,0,,0,0,0,0,,,
how much could israel's military strategy backfire in the long run  dw news_output.json,0Fv1ho5QQVo,20240717,948,1,Palestinians,0,0,0,0,,,
how netanyahu might jeopardize hostages' lives for his political future  dw news_output.json,wo7klBV4CO8,20240505,1630,0,,0,0,0,0,,,
how popular is hamas in the palestinian territories  dw news_output.json,w-woVqnaTi4,20231126,944,0,,0,0,0,0,,,
how realistic is israel's goal of eliminating hamas leaders worldwide  dw news_output.json,fWVomYSMulA,20231205,2168,0,,0,0,0,0,,,
how some people are working against antisemitism and islamophobia  dw news_output.json,HZl4Hs5Inzs,20231208,438,1,parents,2,0,0,0,,what childhood,
how the international community has responded to iran's strikes on israel  dw news_output.json,BW9-Ri_XDlE,20240414,2657,0,,0,0,0,1,,,message
how the undeclared war between hezbollah and israel impacts lives on the front  dw news_output.json,wDW1eaD5ZNg,20231202,546,0,,0,0,0,0,,,
how the warring parties use the truce to prepare for more fighting to come  dw news_output.json,JdEWf-ToY-U,20231124,3609,0,,0,0,0,0,,,
how to mark holocaust remembrance day in the shadow of the gaza war  dw news_output.json,nfAa7aH6tWc,20240507,1879,0,,0,0,0,0,,,
how trust could be the key to a stable truce in the gaza war  dw news_output.json,ewHbGEFZvYw,20240507,1895,0,,0,1,0,0,them,,
how will israel and the us respond to iran's attack on israel  dw news_output.json,gZnUEta1jgU,20240414,4473,0,,0,0,0,1,,,explosions
how will israel respond to iran's attacks  dw news_output.json,W3LdgWcqRYQ,20240415,2865,0,,0,0,0,0,,,
how will israel's hostage rescue affect a potential cease-fire deal  dw news_output.json,vRJz28p1G2s,20240827,977,1,who,0,0,0,0,,,
how will the killing of haniyeh impact the internal structure of hamas  dw news_output.json,dKAwxCUjB2E,20240731,6349,4,who bodyguard Hanah grandchildren,0,0,0,0,,,
how would iran react to a full-blown israel-lebanon war dw news_output.json,RQlb9xapHRE,20240625,1490,0,,0,0,0,0,,,
human rights lawyer ‘germany is violating its international obligations on arms trade’  dw news_output.json,z-9x4UkzGrg,20240530,1587,0,,0,0,0,0,,,
humanitarian aid stuck at egypt-gaza border  dw news_output.json,PsK1_bGIBTs,20231015,1061,0,,0,0,0,0,,,
humanitarian crisis in gaza spirals as israeli offensive continues  dw news_output.json,jdK4JwE5v28,20231102,2850,2,settler that,0,0,0,0,,,
icc prosecutor seeks arrest of israeli and hamas leaders  dw news_output.json,8a8-3Je3J7w,20240520,1080,0,,0,0,0,0,,,
icj germany to defend itself against accusation of helping israel commit genocide  dw news_output.json,_bI_JDv1W5A,20240409,1908,0,,0,0,0,0,,,
icj hears new case against israel by south africa  dw news_output.json,nxLsbaczRh8,20240516,1738,0,,0,0,0,0,,,
icj orders israel to halt its offensive in rafah_output.json,,,3314,0,,0,0,0,0,,,
"icj reviews israel’s 'occupation, settlement and annexation' of palestinian territories  dw news_output.json",I1BU6Ato41Q,20240220,895,0,,0,0,0,0,,,
icj ruling on rafah what does it mean for the gaza 'genocide' case  dw news_output.json,k_LeWdP6gEc,20240525,4664,0,,0,0,0,0,,,
icj says israel's settlement policies go against international law  dw news_output.json,NctJ0atYSwg,20240719,870,0,,0,0,0,0,,,
idf gaza hostage qaid farhan alkadi rescued in 'complex operation'  dw news_output.json,T4LGcewprks,20240827,665,1,they,0,0,0,0,,,
idf internal investigation finds failures in protecting kibbutz on october 7  dw news_output.json,-jmhSzlzga8,20240713,1078,0,,0,0,0,0,,,
idf israeli forces carrying out 'offensive action' in southern lebanon  dw news_output.json,850a4O0xOOw,20240424,838,0,,0,0,0,0,,,
idf spokesman we can't yet say how many hamas fighters we have killed  dw news_output.json,GBIaaI1YZPI,20231206,1967,1,that,0,0,0,0,,,
idf strikes on gaza continue while fears over iran's retaliation and israel's counterstrike remain_output.json,ir_Xp7ykVd0,20240805,931,0,,0,0,0,0,,,
"images show israeli soldiers detaining restrained, blindfolded and semi-naked palestinians  dw news_output.json",a-WsHmFUv4I,20231208,1699,0,,0,1,0,0,Palestines,,
"in gaza over 8,000 children under five treated for malnutrition, says who  dw news_output.json",PWhHz7ArSUY,20240617,2085,0,,0,0,0,0,,,
indonesia refutes claim that hamas misuses indonesian hospital for terror infrastructure  dw news_output.json,0F9Vp2wZeiE,20231107,1009,0,,0,0,0,0,,,
inside a gaza refugee camp how are people surviving the winter  dw news_output.json,IkXPAXeIQGw,20240114,1020,3,Palestinians soldiers Palestinians,0,0,0,0,,,
iran accused israel of killing generals in syria strike  dw news_output.json,gSd6YAV7XzE,20240411,1258,0,,0,0,0,0,,,
iran accuses israel of deadly damascus strike  dw news_output.json,M5MRJWATAJ0,20240120,956,0,,0,0,0,0,,,
iran plays down suspected israeli airstrike  dw news_output.json,Mm2YrtX4vc0,20240420,3135,1,person,0,0,0,0,,,
iran rejects calls to stand down retaliation  dw news_output.json,CSWiKMIF53g,20240813,1688,2,leadership m,0,0,0,0,,,
iran revolutionary guard members reportedly killed in damascus airstrike  dw news_output.json,VRglv5jy4xA,20240120,1271,3,members person have,0,0,0,0,,,
"iran vows retaliation for strike in syria, strikes hit us troops in iraq  dw news_output.json",7GR4essgFtE,20240121,1632,0,,0,0,0,0,,,
"ireland, spain and norway to recognize palestinian statehood  dw news_output.json",6GH8ae9THYs,20240522,831,0,,0,0,0,0,,,
is increased pressure for aid to gaza biggest result of egypt's peace summit  dw news_output.json,Olg8RKH6Ako,20231022,1155,0,,0,0,0,0,,,
is israel changing its strategy in occupied west bank  dw news_output.json,XLURQKTkrp4,20240831,621,0,,0,0,0,0,,,
is israel likely to go ahead with a cross-border offensive into south lebanon  dw news_output.json,tkbbLX767nw,20240619,819,0,,0,0,0,0,,,
is israel repeating america's post-911 mistakes spencer ackerman interview_output.json,T1JUGqHv88g,20231028,2794,0,,1,0,0,0,,Alf,
is israel's international arms supply under threat i dw news_output.json,9RatMqYFJaY,20240229,947,0,,0,0,0,0,,,
is the eu’s attitude toward israel's conduct in gaza changing  dw news_output.json,eIuFFYhIB5Q,20240527,2215,2,they people,0,0,0,0,,,
is the israel-hamas war going to spread into the wider middle east  dw analysis_output.json,l_6kQuNWJNA,20240104,3078,1,figures,0,0,0,0,,,
is the killing of hamas leader ismael haniyeh a humiliation for iran's regime  dw news_output.json,CiX2AAFnIZ4,20240801,3252,3,hania who guard,0,0,0,1,,,threats
is the us changing its stance on the middle east conflict  dw news_output.json,1mH8D3Tq6tI,20240108,988,0,,0,0,0,0,,,
is the us taking a firmer tone with israel  dw news_output.json,oYLuyMdaVu8,20231208,2105,0,,0,1,0,0,they,,
is the us taking sides or working as a neutral arbiter in the gaza cease-fire negotiations_output.json,PWilxLvWoJs,20240821,1630,0,,0,0,0,0,,,
is there enough evidence for an arrest warrant against netanyahu  dw news_output.json,ESXej2HlKF4,20240520,3298,0,,0,0,0,0,,,
israel accepts bridging proposal as hamas rejects conditions  dw news_output.json,tzwu4uvAXV0,20240820,614,0,,0,0,0,0,,,
israel agrees to resume gaza truce talks  dw news_output.json,NVdy-fBcGyU,20240809,2223,3,people people people,0,0,0,0,,,
israel airstrike on gaza school leads to condemnation from eu officials  dw news_output.json,kyR3oR--fRs,20240810,1547,0,,0,2,0,0,people everybody,,
israel and hezbollah prepare for full-scale conflict  dw news_output.json,VmOSS9TzEKE,20240620,997,1,people,0,0,0,0,,,
israel announces 'tactical pauses' in parts of gaza  dw news_output.json,CN7N-TMAolo,20240616,668,3,she humanitarians Palestinians,0,0,0,0,,,
israel announces hostage release deal with hamas  dw news_output.json,2FR7nCCHGno,20231122,7714,0,,0,0,0,0,,,
israel believes 120 hostages are still in the gaza strip  dw news_output.json,BYotE1y0zJM,20240608,2580,3,Palestinians people Palestinians,0,0,0,0,,,
israel blocks aid to gaza as it prepares for potential ground offensive  dw news_output.json,bO9Qmvuh2Tg,20231012,3364,4,who people ' people,0,0,0,0,,,
israel braces for potential iranian retaliation after assassinations  dw news_output.json,68jBd1sxeKg,20240812,904,1,resistance,0,0,0,0,,,
israel builds up troops and tanks along the gaza border  dw news_output.json,9apcmWZOGFc,20231014,2263,0,,0,0,0,0,,,
israel carries out 'series of strikes' on hezbollah in lebanon  dw news_output.json,gWOsbRHGlcU,20240109,1311,6,aruri per who who Musa tail,0,0,0,0,,,
israel claims killing hezbollah commander in lebanon  dw news_output.json,iOY1uZAntpE,20240110,1388,1,ofah,0,0,0,0,,,
israel closes crossings into gaza after taking 'operational control' over rafah checkpoint  dw news_output.json,_DapixwTvfM,20240508,1760,0,,0,2,0,0,that people,,
israel continues gaza strikes as us condemns toll  dw news_output.json,L6HGrJTzJW0,20240717,1376,1,people,0,0,0,0,,,
israel continues striking targets in northern and southern gaza  dw news_output.json,cJts0id4Yio,20231019,1661,2,people people,0,0,0,0,,,
israel criticizes us failure to veto resolution  dw news_output.json,Yyw6zcKBrdc,20240326,2297,0,,0,0,0,0,,,
israel declares full control of gaza-egypt border  dw news_output.json,MveGs0c0I10,20240529,2647,0,,0,0,0,0,,,
israel defends itself against genocide case brought to icj by south africa_output.json,H6CEKVSjg7o,20240112,20782,1,many,0,0,0,0,,,
israel defense forces blame 'islamic jihad' for gaza hospital blast  dw news_output.json,ktjxPKVcTsA,20231018,412,0,,0,0,0,0,,,
israel defense forces iran launched 200 drones and missiles  dw news_output.json,eAsW3sJO_Ho,20240414,2203,0,,0,0,0,1,,,explosions
israel denies reports of ceasefire in southern gaza  dw news_output.json,QoRa4xRxC1U,20231016,2118,0,,0,0,0,0,,,
israel determined to go ahead with military incursion into rafah  dw news_output.json,sEUBYsE7KsI,20240320,1397,0,,0,0,0,0,,,
israel expands evacuation orders in gaza  dw news_output.json,g0jlm806woI,20240511,809,0,,0,1,0,0,people,,
israel expands ground operations into gaza  dw news_output.json,EFz95B2WF14,20231027,2778,1,both,0,0,0,0,,,
israel facing mounting pressure over its conduct of the war in gaza  dw news_output.json,_WL4e7S_MHI,20240404,534,3,workers they ',0,0,0,0,,,
israel fires officers for death of aid workers and opens two border crossings for gaza aid  dw news_output.json,zSffJTiTAak,20240406,2492,0,,0,0,0,0,,,
israel forces gather along borders with gaza and lebanon  dw news_output.json,QDeqW7hT1WM,20231017,788,0,,0,0,0,0,,,
israel foreign minister says un is anti-israeli body  dw news_output.json,5498Z9gcrjc,20240323,630,0,,0,0,0,0,,,
"israel frees 2 hostages, kills dozens of civilians in strikes on rafah  dw news_output.json",wOsA80Z4Ag0,20240212,1371,1,people,0,1,0,0,them,,
israel hamas uses hospitals as instrument in war  dw news_output.json,U5CUcKFBNUc,20231114,2223,0,,0,0,0,0,,,
israel hints it has carried out retaliatory strikes in wider region  dw news_output.json,d81WUbKPuU8,20231226,982,1,mavi,0,0,0,0,,,
israel how jewish and arab activists work together towards peace  dw news_output.json,rfu2WOsZ5o4,20231114,1656,0,,0,0,0,0,,,
israel is not ruling out ground offensive into gaza  dw news_output.json,snoy6iVME2Y,20231011,3382,1,there,0,0,0,0,,,
israel is public opinion on the ground offensive changing  dw news_output.json,yvw1-YXj_wA,20231027,907,1,Palestinians,0,0,0,0,,,
israel kills another top hezbollah commander amid fears of all-out war in lebanon  dw news_output.json,0KcJ3oxHaxo,20240703,834,0,,0,0,0,0,,,
israel launches retaliatory attacks against hezbollah  dw news_output.json,yMvJDORndQA,20240728,1824,2,uh teenagers,0,0,0,0,,,
israel launches strikes on hezbollah targets after deadly attack on golan heights  dw news_output.json,VaBhAqHQi-U,20240728,905,2,12 people,0,0,0,1,,,impact
israel makes record land seizures in occupied west bank  dw news_output.json,KZWNrqj_aUQ,20240605,2683,0,,0,0,0,0,,,
"israel military launches major west bank raids, killing at least 7  dw news_output.json",p31MkKh3_Mg,20240828,1011,3,have Palestinians Palestinians,0,0,0,0,,,
israel military says it killed a top militant in west bank strike  dw news_output.json,adFozd_251w,20240117,1043,0,,0,0,0,0,,,
israel mother of hostage appeals for daughter's release  dw news_output.json,uk9ubM0csuM,20231017,667,1,20,0,0,0,0,,,
israel netanyahu's government votes to ban al jazeera  dw news_output.json,BjeCJwBciQ4,20240505,601,0,,0,0,0,0,,,
israel opens routes for aid deliveries after biden's stark warning to netanyahu  dw news_output.json,zFkRzjL5yys,20240405,1489,0,,0,0,0,0,,,
israel orders gazans to evacuate eastern rafah  dw news_output.json,ykfy40QF-IA,20240506,1698,1,people,0,0,0,0,,,
israel presses ahead with offensive in gaza despite un resolution  dw news_output.json,iWGuTjIHbpg,20231223,985,2,people people,0,0,0,0,,,
israel protesters return to streets to demand hostage release deal  dw news_output.json,JyhiIMn-Hk0,20240903,3978,4,that they they hostages,0,0,0,0,,,
israel pulls all troops but one brigade out of southern gaza  dw news_output.json,wLJLLKMdxnQ,20240407,1395,0,,0,0,0,0,,,
israel pushes ahead with a military operation in rafah as cease-fire talks continue  dw news_output.json,cX6WYo70i28,20240507,1965,0,,0,0,0,0,,,
israel puts all forces on alert over iran attack  dw news_output.json,y194ZODAZc0,20240413,2370,0,,0,0,0,0,,,
israel puts down reprisal palestinian attacks in west bank  dw news_output.json,VY4O4AET2Ls,20240831,998,0,,0,0,0,0,,,
israel raids refugee camp in occupied west bank  dw news_output.json,QwCl_ZdWwWc,20240421,883,1,people,0,0,0,0,,,
israel rejects calls for an independent investigation into un school attack  dw news_output.json,x9HDECy_IWs,20240607,572,3,say nephew hearing,0,0,0,0,,,
israel releases footage supposedly showing hamas leader sinwar in gaza  dw news_output.json,H3Ghh3eP9ZQ,20240214,695,0,,0,0,0,0,,,
israel reports intercepting a missile fired by the houthis  dw news_output.json,7FYyFDWv5ms,20240721,941,0,,0,0,0,0,,,
israel responds to icj genocide claims as hostage bodies recovered in gaza  dw news_output.json,Q3Iin7myj5Q,20240518,1445,1,they,1,0,0,0,,they,
israel resumes fight against hamas in the gaza strip  dw news_output.json,ukuny2Ay67g,20231201,2426,1,Palestinians,0,2,0,0,people ',,
israel rules out cease-fire with hamas  dw news_output.json,EMfPBXnWLhU,20231031,3894,4,children people people children,0,0,0,0,,,
israel says 199 hostages held by hamas in gaza  dw news_output.json,3QDcB8GLmBQ,20231016,1056,1,who,0,0,0,0,,,
israel says it has set date for sending ground forces into rafah  dw news_output.json,Tyc-GHS_Eqo,20240409,1194,1,members,0,2,0,0,population ',,
israel says its ground forces and jets carried out a targeted raid in central gaza strip  dw news_output.json,eTv6M599Dg0,20231027,790,0,,0,0,0,0,,,
"israel says over 300,000 flee rafah, un calls for investigation into gaza mass graves  dw news_output.json",M4sTJS3EHD8,20240511,1399,0,,0,0,0,0,,,
israel sets ramadan deadline for rafah offensive  dw news_output.json,JWZ4Y_DdsK4,20240219,1235,0,,0,0,0,0,,,
israel steps up preparation for rafah invasion  dw news_output.json,TCSK5YHETtg,20240408,1883,0,,0,0,0,0,,,
israel tanks enter rafah as attacks intensify in southern gaza strip  dw news_output.json,LJeJNU-oDIo,20240515,1141,1,Palestinians,0,0,0,0,,,
israel to allow limited number of trucks with humanitarian aid to enter gaza  dw news_output.json,mjmeJMCKpQg,20231019,1996,0,,0,1,0,0,Gaza,,
"israel to send delegation to negotiate hostage release, truce in gaza  dw news_output.json",CT7U_yKsmH8,20240225,606,0,,0,0,0,0,,,
israel to submit report on its actions in gaza  dw news_output.json,sBpEB0skFIw,20240226,1742,0,,0,0,0,0,,,
israel under international pressure to scale back offensive in gaza  dw news_output.json,7r1pISRLPXc,20231218,1936,3,hostages that victims,0,0,0,0,,,
israel under pressure as gaza strikes compound suffering of civilians  dw news_output.json,nrLRCWPLJ_w,20231202,2505,3,100 Palestinians Palestinians,0,0,0,0,,,
"israel under pressure to extend truce as more hostages, prisoners are freed  dw news_output.json",7yZLam_CFAc,20231127,1570,1,parents,0,0,0,0,,,
israel unsure if october 7 mastermind killed after deadly strike on gaza 'safe zone'  dw news_output.json,VzjCJ1Xmi5s,20240713,1960,5,people leaders people he he,0,1,0,0,I,,
israel vows to press ahead with rafah offensive  dw news_output.json,_Lrg-KB08cU,20240423,1215,0,,0,0,0,0,,,
israel vows to step up operations against hezbollah in syria and lebanon  dw news_output.json,l7ctYdNSBu0,20240329,938,0,,0,0,0,0,,,
israel vs_output.json,,,731,1,it,0,0,0,0,,,
israel we'll respond 'in a way and time that suits us'  dw news_output.json,Zczwmx0JONA,20240415,3766,1,generals,0,1,0,0,it,,
israel widens evacuation orders in southern gaza  dw news_output.json,Feeqsq8E3OE,20231210,761,0,,0,2,0,0,gazin them,,
israel widens offensive as gazans cram into ever smaller area  dw news_output.json,02UMlRn7Rsg,20231230,1626,0,,0,4,0,0,people ' population that,,
israel withdraws from gaza's al-shifa hospital as thousands demand netanyahu resign  dw news_output.json,qVvPx4CEWNQ,20240401,2718,2,them militants,0,0,0,0,,,
israel's army chief says gaza war to last 'many more months'   dw news_output.json,PzNGmYirftU,20231227,1432,1,official,0,1,0,0,people,,
israel's defense minister presents 'vision' for gaza  dw news_output.json,8sCiKqZzZdw,20240105,1186,1,people,0,0,0,0,,,
israel's rafah offensive puts relationship with egypt at worst since '70s  dw news_output.json,GCth901nvCc,20240515,1965,0,,0,0,0,0,,,
"israel, hamas close to reaching hostage release deal  dw news_output.json",Ob29-6FP1LM,20231121,4332,1,family,0,2,0,0,who who,,
"israel, hezbollah exchange barrage of missiles across lebanon border  dw news_output.json",tRw5nzED8Vc,20240825,1988,0,,0,0,0,0,,,
"israel, qatar say deal with hamas to release hostages is close  dw news_output.json",DKDBA7k8pIE,20231119,858,0,,0,0,0,0,,,
"israel-gaza latest hamas reports 160+ gazans killed, plus christmas cancelled in bethlehem_output.json",LQBDmU88yhk,20231224,1054,4,soldiers people people soldiers,0,0,0,0,,,
israel-hamas cease-fire negotiations what's on the table  dw news_output.json,LTs0TD86XZY,20240304,756,0,,0,0,0,0,,,
